name,address,phone,category,area,lat,lng,place_id,url
The Tiny Tales,"115-116, 115, Janki Nagar Extension, Janki Nagar, Indore, Madhya Pradesh 452001",,preschool,,,,,
Happy Days Pre School Indore,"Sch No 71, infront of kasera, bajar school gate, 28 A, G6 Motimahal appartment, Indore, Madhya Pradesh 452009",,preschool,,,,,
"UC Kindies Manoramganj, Indore","61/2, Geeta Bhawan, Manorama Ganj, Indore, Madhya Pradesh 452001",,preschool,,,,,
Delhi Pre Primary School (DPPS)- Best | Top | Pre School | Playschool | Kindergarten | In Indore,"10, behind Kalyan Marbles, near pipliyahana square, Brajeshwari Extension, brijeshwari extension, Indore, Madhya Pradesh 452016",,preschool,,,,,
eduMETA THE i-SCHOOL (HO) - Best Preschool Franchise in India,"behind Press Complex, 1, opposite Renaissance College of Commerce & Management, Anurag Nagar, Indore, Madhya Pradesh 452001",,preschool,,,,,
"EuroKids Preschool in Sukhliya, Indore","34, CH Sector Rd, New Hira Nagar, Sukhliya, Indore, Madhya Pradesh 452010",,preschool,,,,,
Vedaant Pre School,"15, White Church Colony, Residency Area, Indore, Madhya Pradesh 452001",,preschool,,,,,
"Delhi Pre Primary School (DPPS) - Best Pre School, Kindergarten, Nursery, Day Care for The Kids in Indore","152, Shiv Shakti Nagar Rd, near Overhead Water Tank, near Bengali Square, Sector, Indore, Madhya Pradesh 452016",,preschool,,,,,
Little Alchemists Preschool,"249-C, Airport Rd, Kalani Nagar, Indore, Madhya Pradesh 452005",,preschool,,,,,
Little Diamonds Pre-school,"61, near Lokmanya Nagar, Nemi Nagar Extension, Nemi Nagar, Indore, Madhya Pradesh 452009",,preschool,,,,,
"Makoons Play School and Daycare - Vijay Nagar, Indore","CH 106, Vijay Nagar, Scheme No 74, Indore, Madhya Pradesh 452010",,preschool,,,,,
"EuroKids Preschool in Vijay Nagar, Indore","59AB, Scheme No. 54, near State Bank of India, Vijay Nagar, Indore, Madhya Pradesh 452010",,preschool,,,,,
"Kangaroo Kids International Preschool in Pipliyahana, Indore","Pipliyahana, 47, behind Zodiac Mall Square, Sampat Farms, Pipliyahana, Indore, Madhya Pradesh 452016",,preschool,,,,,
"FirstCry Intellitots Preschool & Daycare - Vijay Nagar, Indore","Shaheed Bhagat Singh Park, 65 BG, Vijay Nagar, Scheme No 74C, Indore, Madhya Pradesh 452010",,preschool,,,,,
"Zenn Prep Montessori PreSchool - Playgroup, Nursery, Kindergarten and Daycare, Rani Sati Colony","20/5, Yeshwant Niwas Rd, Regal Colony, Rani Sati Gate, Rani Sati Colony, Indore, Madhya Pradesh 452003",,preschool,,,,,
"Hello Kids - Kiddy World Preschool, Indore, Madhya Pradesh","144, Vishnupuri Nx Colony, Vishnu Puri Colony, Indore, Madhya Pradesh 452014",,preschool,,,,,
Little Star Play School And Day Care,"F-82, Scheme No.54, behind CANARA BANK - INDORE VIJAYANAGAR 54 SCHEME, Vijay Nagar, Indore, Madhya Pradesh 452010",,preschool,,,,,
"Little Millennium Preschool - Kanadiya Road, Indore","No 101, A Deep Tower, 81, Swami Vivekanand Nagar, Kanadia Rd, Tilak Nagar, Indore, Madhya Pradesh 452016",,preschool,,,,,
"Kiddy Heights Play School, Play School, Kids School, Nursery School, Bengali Square, Kanadia Road Indore","Campus... 1, Kanadia Main Rd, Vaibhav Nagar Extension, Sector C, Sanchar Nagar Main, Indore, Madhya Pradesh 452016",,preschool,,,,,
Purple Crayon Preschool,"Tinku's Anand Bazar, 113 Shrinagar Main, Main Rd, Indore, Madhya Pradesh 452018",,preschool,,,,,
"Hello Kids - Annapurna Preschool, Indore, Madhya Pradesh","2138, D, Sector D, Sudama Nagar, Indore, Madhya Pradesh 452009",,preschool,,,,,
"EuroKids Preschool in Nipania, Indore","Tulsi Nagar Rd, opposite appolo DB city, Tulsi Nagar, Nipania, Indore, Madhya Pradesh 452010",,preschool,,,,,
"Palakshi Pre School ,1371 sector D, Sudama Nagar Branch","1371, Sector D, Sudama Nagar, Indore, Madhya Pradesh 452009",,preschool,,,,,
S K Global Pre School,"Scheme 54, FH- 247, Vijay Nagar, Indore, Madhya Pradesh 452010",,preschool,,,,,
"The Kingston School,Nipania,Indore","Plot No. 43/7/1/2, Nipania, behind BCM paradise, Indore, Madhya Pradesh 452010",,preschool,,,,,
Sapling shaping kids,"25, Parashar Nagar, Rajendra Nagar, Dhanwantri Nagar, Krishna Nagar, Indore, Madhya Pradesh 452012",,preschool,,,,,
"EuroKids Preschool in Vaibhav Nagar, Indore","No. 96-D, near Durga Mata Mandir, Sector B, Vaibhav Nagar, Sanchar Nagar Main, Indore, Madhya Pradesh 452016",,preschool,,,,,
Wonder Kidz Play School,"2, Kanadia Main Rd, Alok Nagar, Indore, Madhya Pradesh 452016",,preschool,,,,,
Ikidz Gurukul Preschool Vijay Nagar Indore,"Scheme No 78, Infront of Power House, Krishna Krishna Prabha Sadan 1 D B S 3, Vijay Nagar, Indore, Madhya Pradesh 452010",,preschool,,,,,
Eurokids School Agrawal Nagar/Janki Nagar Indore,"179, Janki Nagar Extension, Navlakha, Indore, Madhya Pradesh 452001",,preschool,,,,,
MMIS,"214, Hare Krishna Vihar Rd, Hare Krishna Vihar, Nipania, Indore, Madhya Pradesh 452010",,preschool,,,,,
"KIDZEE PLAY SCHOOL NIPANIA, best school in Nipania, Mahalaxmi Nagar, Tulsi Nagar,DB City, BCM, Amrit Palace, Sai Kripa","C 62, Tulsi Nagar Rd, opp. Apollo DB City, Tulsi Nagar, Nipania, Indore, Madhya Pradesh 452010",,preschool,,,,,
"EuroKids Preschool in Gopal Bagh, Indore","20/A, Gopal Bagh, Nai Duniya, Roop Ram Nagar, Indore, Madhya Pradesh 452014",,preschool,,,,,
"FirstCry Intellitots Preschool & Daycare - Saket Nagar, Indore","19, Gulmarg Colony, Saket Nagar, Indore, Madhya Pradesh 452018",,preschool,,,,,
The Learning Nest | Pre-school and Daycare in Indore,"FH 351 scheme no 54, Vijay Nagar, Indore, Madhya Pradesh 452010",,preschool,,,,,
"EuroKids Preschool in Scheme 114 - Niranjanpur, Indore","1976-1977, Scheme No 114, Part I, Niranjanpur, Indore, Madhya Pradesh 452010",,preschool,,,,,
"Little Buds Preschool and Day Care Center | Nursery School, Preschool & Day Care Indore","Scheme No. 98, 32, Pink City, Indore, Madhya Pradesh 452001",,preschool,,,,,
"Little Millennium Preschool - Vijay Nagar, Indore","Plot No GH 30, SICA School Rd, nearby Dental aesthetics By Dr Siddhi, Vijay Nagar, Scemen No 54, Scheme No 54, Indore, Madhya Pradesh 452010",,preschool,,,,,
Totsville Preschool | Day Care,"7, behind Dainik Bhaskar, Press Complex, Indore, Madhya Pradesh 452011",,preschool,,,,,
"Footprints: Play School & Day Care, Preschool in Kalpana Lok Colony, Indore","91-A, Baikunth Dham Rd, near Saket Nagar, near Rivoli Apartment, Kalpana Lok Colony, Indore, Madhya Pradesh 452018",,preschool,,,,,
"Cambridge Montessori Preschool & Daycare, Shri Mangal Nagar, Indore","160, Sri Mangal Nagar, Indore, Madhya Pradesh 452016",,preschool,,,,,
Era Preschool Nanda Nagar,"140/02, Nanda Nagar, Indore, Madhya Pradesh 452011",,preschool,,,,,
"Peas in Pod Preschool & Daycare, Anurag Nagar, Indore","157, near Renaissance College, Anurag Nagar, Indore, Madhya Pradesh 452011",,preschool,,,,,
Podar Prep Preschool - Indore,"Ground floor Gate, 74, AB Rd, near Satya Sai circle, behind panchmukhi hanuman mandir, RK Puram, Indore, Madhya Pradesh 452011",,preschool,,,,,
"Footprints: Play School & Day Care, Preschool in Sapna Sangeeta Road, Indore","House# 57, Bhawarkua Main Rd, Ashok Nagar, Indore, Madhya Pradesh 452001",,preschool,,,,,
Unnati Kids School | best school in indore,"I-603, behind MIG police station, junior, HIG Colony, Indore, Madhya Pradesh 452011",,preschool,,,,,
EduCastle,"56, Royal Palace, Infront of Kothari College, Greater Brajeshwari, Indore, Madhya Pradesh 452001",,preschool,,,,,
Kids care Montessori school,"18, Ganga Devi Nagar, Indore, Madhya Pradesh 452010",,preschool,,,,,
Gigglemug preschool,"74, Kesar Bag Colony, Scheme 103, Indore, Madhya Pradesh 452012",,preschool,,,,,
UC Kindies International Preschool Vijaynagar,"9/D/A, Sector A, Slice 4, Part II, Vijay Nagar, Indore, Madhya Pradesh 452010",,preschool,,,,,
Royal Kingdom Preschool Treasure Town Indore,"Shiv Square building, se andar, P 18 Treasure Town, 452012, near Gadbadi Bridge, Indore, Madhya Pradesh 452012",,preschool,,,,,
KIDZEE PRE SCHOOL,"B-558, near Kashi Bakery, Pulak City, Silicon City, Indore, Madhya Pradesh 452012",,preschool,,,,,
Satva : Tiny Explorer’s Prep School - Palasia Campus,"05, Ranade Compound, Old Palasia, Indore, Madhya Pradesh 452001",,preschool,,,,,
"FirstCry Intellitots Preschool & Daycare - Scheme Number 103, Indore","Plot number 44, Babu Lalchand Chajlani Rd, Kesar Bag Colony, scheme number 103, Indore, Madhya Pradesh 452012",,preschool,,,,,
Proton Pre School,"74, Babu Lalchand Chajlani Rd, Jain Colony, Siddharth Nagar, Indore, Madhya Pradesh 452009",,preschool,,,,,
"Kangaroo Kids in Palsikar, Indore","1, Manik Bagh Rd, Nai Duniya, Dubey Colony, Palsikar Colony, Indore, Madhya Pradesh 452007",,preschool,,,,,
"Radiant International School, Indore, Best PreSchool, Kindergarten, Nursery, primary school","Bakhtawar Ram Nagar, Sector A, near Tilak Nagar, Indore, Madhya Pradesh 452016",,preschool,,,,,
BALGOKULAM (Maheshwari’s) - Pre School | Kids Activity School | Kids Play School in Indore,"8, Akshay Deep Colony, MR 9 Rd, LIG Colony, Indore, Madhya Pradesh 452011",,preschool,,,,,
Vedaant Pre School North Rajmohalla,"N Raj Mohalla, North Rajmohalla, Raj Mohalla, Indore, Madhya Pradesh 452002",,preschool,,,,,
Foster Kids Pre-School | Indore | Madhya Pradesh,"Narshanti, 5 & 6, Khandwa Rd, near Bypass Square, Anuradha Nagar, Indore, Morod, Madhya Pradesh 452020",,preschool,,,,,
"WONDER KIDZ- Pre school | Play School | Daycare in Mahesh Nagar, Indore","5/10, STREET NO.5 , NEAR GURUDWARA, Mahesh Nagar, Indore, Madhya Pradesh 452002",,preschool,,,,,
"Wonder Kidz ""The Concept School"" Sukhdev Vihar, Indore","Water Tank, 73, Sukhdev Vihar Colony, 60 Feet Road, Airport Rd, opposite Palhar Nagar, Indore, Madhya Pradesh 452005",,preschool,,,,,
Brilliant minds international pre school,"Sai Nature Premium Colony, A46, near Shri Krishna Paradise, Colony, Rau, Indore, Madhya Pradesh 453331",,preschool,,,,,
Twinkle Twinkle Nursery School,"36/C, Annapurna Rd, near Gopur square, Vaishali Nagar, Indore, Madhya Pradesh 452009",,preschool,,,,,
Happy Trails Play School Indore,"27, MR 10 Rd, near Royal Bunglow City, Row House, Swasthya Nagar, Sukhliya, Indore, Madhya Pradesh 452010",,preschool,,,,,
Bachpan Play School in Sangam Nagar Indore | Best Preschool Near Me | Nursery School for Your Child’s Bright Start,"338-340, Awantika - Sangam Nagar,, near Scheme No. 51, Indore, Madhya Pradesh 452006",,preschool,,,,,
"Makoons - Preschool in Agrawal Nagar, Indore| Play School in Agrawal Nagar","House Number 103, Nayi bhoomi, Agarwal Nagar, Navlakha, Indore, Madhya Pradesh 452001",,preschool,,,,,
"Little Millennium Preschool - Khatiwala Tank, Indore","No 277/M, Khatiwala Tank, Indore, Madhya Pradesh 452014",,preschool,,,,,
Ritzy Junior School | Daycare | Play School | Kids Play School | Kindergarten School | Preschool | bicholi hapsi indore |,"40, 41, Bicholi Hapsi Main Rd, near Shiv Shakti Nagar, Sarv Suvidha Nagar, Indore, Madhya Pradesh 452016",,preschool,,,,,
Wonderland Play Group And Nursery,"PVFV+FVG Patrakar Square, 5, near SBI, Joy Builder Colony, Saket Nagar, Indore, Madhya Pradesh 452018",,preschool,,,,,
"Little Millennium Preschool - Raghuvanshi Colony, Indore","No 10, Marimata Rd, 15 Battalion, Raghuvanshi Colony, Indore, Madhya Pradesh 452006",,preschool,,,,,
BrainBunny Juniors Indore,"House No - 30, Sector - DH2, near Brilliant Convention Center, opposite Prestige Public School, Vijay Nagar, Scheme No 74C, Indore, Madhya Pradesh 452010",,preschool,,,,,
Oshin Kids School,"gate no 1, Oshin Kids / Genius Temple 90 , Tilak path, &, Lal balti Alloo, opposite Bank of India Between Malhar Ashram, kachori, Ram Bagh, Indore, Madhya Pradesh 452007",,preschool,,,,,
School,"31, near Fit Republic Gym, Gulmohar Extension, Tulsi Garden, Telephone Nagar, Indore, Madhya Pradesh 452018",,preschool,,,,,
Kinderfly Preshool & Daycare,"392 FH, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452010",,preschool,,,,,
KIDS VILLAGE INDORE,"gurudwara, near, 174, Vidhya nagar Rajhans Appartment Flat no g1, behind Sapna Sangeeta Road, Vidya Nagar, Indore, Madhya Pradesh 452001",,preschool,,,,,
"Earthwise Academy – Best International Preschool and Daycare in Vijaynagar, Indore","C90, Vijay Nagar, Vasant Vihar Colony, Indore, Madhya Pradesh 452010",,preschool,,,,,
Nurture Montessori,"Nurture Montessori, 44, 60 Feet Rd, Somani Nagar, Indore, Madhya Pradesh 452005",,preschool,,,,,
Balls N Dolls Playschool,"19, Yeshwant Niwas Rd, Near Charak Hospital - Gynecology | Dermatology | Cancer Surgery | Physician | Orthopedic | Neurosurgery | Indore, Rani Sati Colony, Indore, Madhya Pradesh 452003",,preschool,,,,,
St. Mary Champion Primary School. 310 A Suryadev Nagar.,"310-A, Surya Dev Nagar, Indore, Madhya Pradesh 452009",,primary school,,,,,
primary school indore,"162-B, near Sukhliya, Veena Nagar, DDU Nagar, Sukhliya, Indore, Madhya Pradesh 452010",,primary school,,,,,
Indore Pre Primary School,"115, near Bombay Hospital Service Road, Chikitsak Nagar, Indore, Madhya Pradesh 452010",,primary school,,,,,
First Step Primary School,"250 -B, Vasundhara, Sangam Nagar, Indore, Madhya Pradesh 452006",,primary school,,,,,
Little Soldiers Pre Primary School,"D-6, AB Rd, behind Shopping Complex, opposite Dainik Bhaskar Building, Kailash Park Colony, HIG colony, Indore, Madhya Pradesh 452001",,primary school,,,,,
SICA PRE PRIMARY SCHOOL,"14, Sanghi Colony, Shree Nagar, Indore, Madhya Pradesh 452018",,primary school,,,,,
Delhi Public Elementary School | Affordable & Best CBSE School in Indore | Nursery to 12 near Aurobindo Hospital Ujjain road,"Sanwer Rd, near Ujjain Toll Booth, Baroli, Indore, Madhya Pradesh 453111",,primary school,,,,,
"Prarambh School, Indore","212/4, AB Rd, opp. Panchvati Colony, Talawali Chanda, Indore, Madhya Pradesh 453771",,primary school,,,,,
Little Diamond School,"200/1, Jail Rd, Nayapura, Indore GPO, Indore, Madhya Pradesh 452003",,primary school,,,,,
MP Kids School,"182, Airport Rd, Anjani Nagar, Katiyar Nagar, Anjani Nagar, Indore, Madhya Pradesh 452005",,primary school,,,,,
Golden International Pre Primary School,"1, AB Rd, Angad Kapoor Region, Janki Nagar, Indore, Madhya Pradesh 452001",,primary school,,,,,
Kids Heaven International School,"129, Scheme No. 91, near Narmada Water Tank, Malwa Mill, Indore, Madhya Pradesh 452003",,primary school,,,,,
Podar International School (CBSE) Indore - Vijaynagar,"Satya Sai Circle, Scheme No.74, A.B.Road, behind Shri Panchmukhi Hanuman Mandir, Indore, Madhya Pradesh 452010",,primary school,,,,,
Ideal International CBSE School,"Govind Colony Main Road, Infront of Sch. No.51, Near Kamla Nehru Colony, Govind Colony, Indore, Madhya Pradesh 452015",,primary school,,,,,
"Holy Cross School, Indore","Khandwa Rd, near Khandwa Naka, Bhavna Nagar, Indore, Madhya Pradesh 452001",,primary school,,,,,
EuroWorld School Khajrana | Best pre school in Indore,"Scheme No. 94, Plot No. 172, Ring Rd, Khajrana, Indore, Madhya Pradesh 452001",,primary school,,,,,
Little Flower Hr. Sec. School,"Pushpa Nagar, 8, Khajrana Rd, Patel Market, Khajrana, Indore, Madhya Pradesh 452018",,primary school,,,,,
"Shree Bal Vinay Mandir Chhatribagh, Indore","30, Chhatribagh, Indore, Madhya Pradesh 452007",,primary school,,,,,
Anganwadi #90/ Primary school,"117, Somnath Ki Juni Chal, Indore, Madhya Pradesh 452003",,primary school,,,,,
Ethosia International School,"171, opposite Garden, near Jain Dadawadi, Tilak Nagar Extension, Tilak Nagar, Indore, Madhya Pradesh 452018",,primary school,,,,,
CRAYONS INTERNATIONAL SCHOOL,"1009 new, behind Relax garden, Dwarkapuri, Indore, Madhya Pradesh 452009",,primary school,,,,,
IPVM ORCHIDS The International School - State School in Rajendra Nagar,"CAT Rd, Rajendra Nagar, Indore, Madhya Pradesh 452012",,primary school,,,,,
Government Primary School No 1,"1st Floor, 104, New, MTH Compound, Indore, Madhya Pradesh 452007",,primary school,,,,,
Sunderam Public H.S. School|Nursery to 12th School School Banganga|Best Higher Secondary Schools in Indore|,"25, Vishal Nagar, Kushwah Nagar Main Rd, Banganga, Indore, Madhya Pradesh 452015",,primary school,,,,,
Scholars Paradise Pre School,"357, Usha Nagar, Indore, Madhya Pradesh 452009",,primary school,,,,,
Shri Krishna Public School- Best CBSE School in Indore,"Tilak Nagar Main Rd, Near Mangal Shree, Sector A, Tilak Nagar, Indore, Madhya Pradesh 452018",,primary school,,,,,
Golden International School,"CAT Rd, Industrial Area, Rau, Indore, Madhya Pradesh 453331",,primary school,,,,,
"St. Paul Higher Secondary School, Indore","7, Boundary Road, near Agriculture College, Krishi Nagar, Indore, Madhya Pradesh 452001",,primary school,,,,,
Shri Agrasen Vidyalaya,"41-51, Sneh Nagar, Near Lotus Showroom, Sapna Sangeeta, Navlakha, Indore, Madhya Pradesh 452001",,primary school,,,,,
Little champs school,"62, Aerodrum Rd, Ambikapuri Main, Indore, Madhya Pradesh 452005",,primary school,,,,,
"THE i-WORLD, School","294, Avantika Nagar, Indore, Madhya Pradesh 452006",,primary school,,,,,
The Mother's Blossoms International School,"8 AB Parshwanath Nagar, Babu Lalchand Chajlani Rd, Indore, Madhya Pradesh 452009",,primary school,,,,,
Angels Home School Indore,"526/1green park colony indore khajoor vaala road, Madhya Pradesh 452002",,primary school,,,,,
The International School of Bombay,"Plot No. 152, Baikunth Dham, Off Saket Square, Old Palasia, Saket Nagar, Indore, Madhya Pradesh 452018",,primary school,,,,,
Proton International School,"33/2, near Nagar Nigam Zone, North Rajmohalla, Raj Mohalla, Indore, Madhya Pradesh 452002",,primary school,,,,,
Delhi Global School,"588, Sector D, Sudama Nagar, Indore, Madhya Pradesh 452009",,primary school,,,,,
EVA World School,"Agra - Mumbai Hwy, opposite Omaxe City 1, Mayakhedi, Indore, Madhya Pradesh 452010",,primary school,,,,,
Royal Academy School,"161, Chitawad Rd, Anand Nagar, Navlakha, Indore, Madhya Pradesh 452001",,primary school,,,,,
Government Hindi Girls Primary School,"NO. 20, Khajrana Rd, Khajrana Square, Khajrana, Indore, Madhya Pradesh 452016",,primary school,,,,,
Prasha's Kinderland,"23, Yashwant Colony, Yeshwant Niwas Rd, opposite Doctor Nandlal Bordia Marg, Sanghi Colony, Yeshwant Colony, Indore, Madhya Pradesh 452003",,primary school,,,,,
IDEAL ACADEMY,"Sangam Nagar, Avantika, Indore, Madhya Pradesh 452006",,primary school,,,,,
Vatsalya School,"Nanda Nagar, Kamala Nehru Nagar, Indore, Madhya Pradesh 452006",,primary school,,,,,
mini heights,"Baikunth Dham, Old Palasiya,, 100A, Old Palasiya, Baikunth Dham, Indore, Madhya Pradesh 452018",,primary school,,,,,
"Sri Sri Ravishankar Vidya Mandir(SSRVM), Ushanagar, Indore (Pre School)","110, Ranjeet Hanuman Rd, near Mhow Naka Circle, Usha Nagar Main, Usha Nagar, Indore, Madhya Pradesh 452009",,primary school,,,,,
"Primary School, Kumhar Bhatti","Abhinaya Nagar, Vijay Udhog Marg, 35, Nemawar Rd, Palda Naka, Dinesh Nagar, Palda, Indore, Madhya Pradesh 452001",,primary school,,,,,
Shiksha Niketan Higher Secondary School,"148, Dr Ambedkar Nagar Rd, Mig Colony, Ambedkar Nagar, Dr. Ambedkar Nagar, Indore, Madhya Pradesh 452011",,primary school,,,,,
Narayana eTechno (CBSE) School - Bicholi Mardana,"Snow City, Plot No 149/1/1/1, Agra - Mumbai Hwy, opposite Sampat Hills, Bicholi Mardana, Indore, Madhya Pradesh 452016",,primary school,,,,,
"Government Primary School, Nipaniya, INDORE (M.P)","QW5J+J2F, Nipaniya Gram, Nipania, Indore, Madhya Pradesh 452010",,primary school,,,,,
The Learning Villa school and special school,"23-C, near Ram Mandir, Sangam Nagar, Indore, Madhya Pradesh 452005",,primary school,,,,,
Vidya Varidhee Bal Vinay Mandir Indore,"No. 155, Dashrath Bag Colony Tigaria Badshah Main Road, near Scheme, Indore, Madhya Pradesh 452015",,primary school,,,,,
"Govt Primary School Shivaji Nagar 130 Shivaji Nagar Indore Madhya Pradesh,452003","PVPC+2HJ, Shivaji Nagar, Indore, Madhya Pradesh 452003",,primary school,,,,,
Winsome Public School,"Khandwa Rd, near Ranjit Singh College, Davv Takshila Parisar, Indore, Madhya Pradesh 452001",,primary school,,,,,
Indore Public School,"Knowledge Village Rajendra Nagar, AB Rd, Bijalpur, Indore, Madhya Pradesh 452012",,primary school,,,,,
MP Public School,"Airport Rd, Ashok Nagar, Indore, Madhya Pradesh 452005",,primary school,,,,,
Talent H.S. School,"81, Janki Nagar Extension, Janki Nagar, Indore, Madhya Pradesh 452001",,primary school,,,,,
"Government Primary School, Ekta Nagar","MVG9+398, Unnamed Road, Krishnodaya Nagar, Indore, Madhya Pradesh 452001",,primary school,,,,,
The Vijay convent school,"11, Roshan Bagh Colony, Pushpa Nagar, Indore, Madhya Pradesh 452015",,primary school,,,,,
Kinder Buds School - MP Board School - Vedic Maths Classes | Teacher Training Centre,"44, Annapurna Rd, Kranti Kriplani Nagar, Indore, Madhya Pradesh 452009",,primary school,,,,,
Blooming Buds School,"56 A Madhuban Colony, Indore, Madhya Pradesh 452009",,primary school,,,,,
The Emerald Heights International School,"A.B. Road, Rau, opposite Akashwani, Indore, Madhya Pradesh 453331",,primary school,,,,,
Delhi Global School Indore - Class Nursery to 12th,"Bangali Square, 19, behind BSNL, Kailashpuri, Indore, Madhya Pradesh 452016",,primary school,,,,,
The Genius Kids School,"121, Airport Rd, Mahavir Kripa Avenue, Ganga Colony, Manpasand Colony, Indore, Madhya Pradesh 452005",,primary school,,,,,
JINESHWAR ENGLISH SCHOOL,"near, C -1049, Square, New Hira Nagar, Sukhliya, Indore, Madhya Pradesh 452010",,primary school,,,,,
Wonder rising Kids,"12, Manik Bagh Rd, Nai Duniya, Roop Ram Nagar, Indore, Madhya Pradesh 452007",,primary school,,,,,
St Arnold's Higher Secondary School,"AD-408, Vijay Nagar, Scheme No 74, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",,primary school,,,,,
Sapna shishu vihar school,"44d, Sabji Mandi Main Rd, Nagin Nagar, Indore, Madhya Pradesh 452002",,primary school,,,,,
HUMPTY DUMPTY SCHOOL,"13/2, near humpty Dumpty school, Snehlataganj, Indore, Madhya Pradesh 452003",,primary school,,,,,
Iflah Academy,"Main Road, Madina Nagar, Azad Nagar, Indore, Madhya Pradesh 452001",,primary school,,,,,
"Government Primary School, Bhangarh Indore शासकीय प्राथमिक विद्यालय, भानगड़, इंदौर","QVGH+G68, Bhangarh, Indore, Madhya Pradesh 453555",,primary school,,,,,
"G.S.I ,KIDS CASTLE","228, Near Shiv Mandir, Gumasta Nagar, Sudama Nagar, Indore, Madhya Pradesh 452009",,primary school,,,,,
St. Joseph School,"Sulabh complex, astha cinema, 115/12, Patni Pura Rd, near Church, Nanda Nagar, Indore, Madhya Pradesh 452011",,primary school,,,,,
"Seedling School, Indore","67, Narayan Bagh, Indore, Madhya Pradesh 452007",,primary school,,,,,
Govt Primary Middle School,"450, Scheme No 51, Indore, Madhya Pradesh 452006",,primary school,,,,,
Memorial model school,"PRGG+FPG, Anjani Nagar, Shikshak Nagar, Indore, Madhya Pradesh 452005",,primary school,,,,,
Shri Barfani Academy School,"PVPW+V9V Dhaam, Barfani Nagar, MR 9 Rd, Near C-21 Mall, Sunil Nagar, Barfani Dham, Indore, Madhya Pradesh 452011",,primary school,,,,,
Bllosam School bapat square Indore,"QV4H+29H, Bapat Square, Sector A, Sukhliya, Indore, Madhya Pradesh 452010",,primary school,,,,,
Gopal vidhya mandir school,"PVX5+5G7, road, Redwal Colony, Bhagirathpura, Indore, Madhya Pradesh 452003",,primary school,,,,,
Vihan International School,"Infront of Sheetal Mata Mandir, 11, 12, Indore Rd, Shanti nagar, Chhota Bangarda, Indore, Madhya Pradesh 452005",,primary school,,,,,
City kids school,"53, Ring Rd, Sector D, Scheme 71, Indore, Madhya Pradesh 452009",,primary school,,,,,
Success International School,"96/2, Jagannath Nagar Road, near Ram Mandir, Sector A, Sanwer Road Industrial Area, Indore, Madhya Pradesh 452006",,primary school,,,,,
ST. Paul h. S. School secondary indore,"PV7P+655, Badi Gwaltoli Rd, Navratan Bagh, Indore, Madhya Pradesh 452001",,primary school,,,,,
Advanced Professional Kids Academy,"4/B, Nagin Nagar, Kalani Nagar, Indore, Madhya Pradesh 452002",,primary school,,,,,
SDPS International School,"Shri Krishna Avenue, Rani Bagh Main, Indore, Madhya Pradesh 452001",,primary school,,,,,
The Diaspark School,"Babu Labhchand Chhajlani Marg, Babu Lalchand Chajlani Rd, Indore, Madhya Pradesh 452009",,primary school,,,,,
Vidyasagar School Indore,"Pragati Vihar, Indore, Madhya Pradesh 452016",,primary school,,,,,
Progressive Education School City Office | Best ICSE Board School in Indore,"64/67 Dhar Kothi, Near Agriculture College, Indore, Madhya Pradesh 452001",,primary school,,,,,
Pathway Education,"319, Awantika, Scheme No. 51, near Bachpan School, Sangam Nagar, Indore, Madhya Pradesh 452006",,primary school,,,,,
"Mount Index International School, Indore","Index City, NH59-A, Indore, Nemawar Rd, Indore, Madhya Pradesh 452016",,primary school,,,,,
Eurasia International School,"PVJR+VMQ Mangalam Simran Apartment / G1, 162, Anoop Nagar Road No. 2, Anoop Nagar, Indore, Madhya Pradesh 452018",,primary school,,,,,
Gyanodaya Vidhyalaya,"PVQQ+3CW, F sector, behind LIG Gurudwara, Mig Colony, Sector F, M I G Colony, Indore, Madhya Pradesh 452011",,primary school,,,,,
Shishukunj The Pre School,"83, 85, Geeta Nagar Colony, Lalaram Nagar, Indore, Madhya Pradesh 452001",,primary school,,,,,
BRIGHT FUTURE HOME TUITION (ALL SUBJECT),"Bhawarkua Main Rd, Transport Nagar, Indore, Madhya Pradesh 452014",,private tutor,,,,,
Focus home tutor,"Annapurna Rd, 64 a, Mishra Nagar, Indore, Madhya Pradesh 452009",,private tutor,,,,,
VISHNUSHREE HOME TUITION INDORE,"AB Rd, Bhanwar Kuwa, Indore, Madhya Pradesh 452014",,private tutor,,,,,
Hello home Tutors,"Apollo Square, 134, Race Course Rd, New Palasia, Indore, Madhya Pradesh 452003",,private tutor,,,,,
FUTURE HOME TUTOR,"Bhawarkuwa, Annapurna Rd, sudama nagar, Indore, Madhya Pradesh 452014",,private tutor,,,,,
ENLIGHTEN HOME TUTOR(Maths\science\commerce etc),"201, Vishnu Puri Main, Vishnupuri Nx Colony, Vishnu Puri Colony, Indore, Madhya Pradesh 452001",,private tutor,,,,,
TutorCabin,"Mr 09 square, Sakar Recidency, 702, Royal block, near Motherhood Hospital, Indore, Madhya Pradesh 452011",,private tutor,,,,,
Book My Tutor™ - Home Tutors & Online Classes,"Rajwada, Indore, Madhya Pradesh 452007",,private tutor,,,,,
Udaan Home Tuition Indore,"Radhe Shyam Nivas, Ground floor, Nagin nagar chouraha, near Bandhan Bank, Nagin Nagar, Indore, Madhya Pradesh 452002",,private tutor,,,,,
