name,address,phone,category,area,lat,lng,place_id,url
Divyta Real Estate Private Limited | Best Property Consultant | Real Estate Broker in Indore,"4th Floor, Darshan Mall, 309, 15/2, Race Course Rd, near white crow store, Race Course Road, Indore, Madhya Pradesh 452003",,real estate agent,,,,,
Property Square Indore,"Gopur Square, Gopur Colony, Indore, Madhya Pradesh 452009",,real estate agent,,,,,
Bhawan Real Estate Indore (Earlier Om Sai Ram Real Estate),"267, AM, Scheme No 140, Indore, Madhya Pradesh 452016",,real estate agent,,,,,
EasyWay HD Services | Rental Property Brokers in Indore,"2nd Floor, Tulsi Nagar, E 19, near Namrata Garden, Tulsi Nagar, Nipania, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
atharv properties consultant,"L.G.6, Palasia Tower, Near 56 Dukan, New Palasia, Indore, Madhya Pradesh 452001",,real estate agent,,,,,
TRS Property Mall - Real Estate Consultancy Indore,"Scheme No 140, 1, The Row Eight, opp. Grande Exotica, Pipliyahana, Bicholi Mardana, Indore, Madhya Pradesh 452016",,real estate agent,,,,,
Shubh Sankalp Realities Pvt Ltd,"Vishnu Puri Colony, Indore, Madhya Pradesh 452014",,real estate agent,,,,,
Shri Giriraj Real Estate,"35, Arpan Apartment, Saket Square, Saket Nagar, Indore, Madhya Pradesh 452018",,real estate agent,,,,,
Next Property Indore - Premium & Luxury Real Estate Company,"Office No 16 Lower Ground, AB Rd, Opposite Raghunath Prasad Petrol Pump, Vijay Nagar, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
Aadrika Associates Pvt. Ltd.,"Apollo Premier, 714, AB Rd, Vijay Nagar, Old Palasia, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
Mahakal Property Brokers,"https://maps.app.goo.gl/8oCW1TZrcvBxzsFN7, 119, near MONICA BAKERY, Jhulelal Market, Kranti Kriplani Nagar, Indore, Madhya Pradesh 452009",,real estate agent,,,,,
Kothari property brokers,"134, Airport Rd, near Geetanjali Hospital, Ramchandra Nagar Extention, Ramachandra Nagar, Indore, Madhya Pradesh 452005",,real estate agent,,,,,
Sancheti Property Broker's,"2293 D Sudama Nagar western Ring Road, Annapurna Rd, near Gopur Square, Indore, Madhya Pradesh 452009",,real estate agent,,,,,
"Shree Vasundhara Realty (real estate, broker, dealer)","4, Rajendra Nagar, Dhanwantri Nagar, Indore, Madhya Pradesh 452012",,real estate agent,,,,,
Raag real estate property broker,"Vijay Nagar, 45/A, Scheme No 136, Bulandshahr, Scheme Number 136, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
Alpha Realty | Realtor In Indore | Commercial & Corporate Leasing in Indore,"UG 43, Opposite Raghunath Prasad Petrol Pump, Vijay Nagar, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
Shri Nakoda properties,"26, Sanchar Nagar Main, Indore, Madhya Pradesh 452016",,real estate agent,,,,,
Best Price Real Estate,"UG 33, BCM Heights PU 4, Near, Bombay Hospital Service Rd, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
"Indore Me Ghar - Best Real Estate Property Broker, Agency, company in Indore","Office address: 101, building no. 152, scheme no. 139, MR-10, near Lodhi dharmsala, Risi Nagar, Tilak Path, Indore, Madhya Pradesh 452007",,real estate agent,,,,,
Anukrupa real estate,"435, Sector A, Mahalaxmi Nagar, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
Property Broker Indore,"185, Kanadia Main Rd, Sanchar Nagar Ext, Sanchar Nagar Extension, Indore, Madhya Pradesh 452016",,real estate agent,,,,,
Wagh Property Broker,"Greater Kailash Road, Old Palasia, Indore, Madhya Pradesh 452018",,real estate agent,,,,,
Lashkari Property Broker Indore,"Chouraha Main Road, Imli Bazar, Indore, Madhya Pradesh 452007",,real estate agent,,,,,
Deepak Gupta Real Estate Private Limited,"Sapphire Heights, AB Rd, Opposite C-21 Mall, Sheetal Nagar, Scheme No.54, Scheme No 54, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
Ambika Builders & Real Estate(HAPPINESS PER SQUARE FEET),"Bombay Hospital, 349A MAHALAXMI NAGAR MAIN ROAD CLOSE, TO, SQUARE, near EXIDE CARE, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
Indore Hot Properties India Pvt Ltd,"Vimal Shri Aditi, F 101, Tilak Nagar Main Rd, behind MPEB Power House, Savindnagar, Tilak Nagar, Indore, Madhya Pradesh 452018",,real estate agent,,,,,
YD Real Estate | Brokers,"PWXH+69X, Scheme 134, Nipania, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
Samprati Properties LLP | Real estate agent | Office & Shop Space for rent | Property broker in Indore,"Mangal city, 108-B, Vijay Nagar, Square, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
Shree Rajvansh Real Estate Indore,"190, Laxmi Nagar, Indore, Madhya Pradesh 452005",,real estate agent,,,,,
Sunny Property Consultants,"Dewas Naka, Lasudia Mori, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
Adcon Realty Private Limited,"Skye Corporate Park, 316, AB Rd, opposite Shalimar Township, Sector B, Slice 5, Aranya Nagar, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
Balaji real estate,"323, Sri Mangal Nagar Rd, Scheme No 140, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
"Asmat Realty - Best Real Estate Agency, Emerald Crescent & Omaxe City Super Corridor Bypass Property Broker in Indore","Shop No. 6, Plot No. 855, Bhagya Laxmi Building, Omaxe City 1, Mayakhedi, Indore, Madhya Pradesh 452016",,real estate agent,,,,,
Dilip Keswani Real Estate,"15 Shivampuri Colony, Bholaram Ustad Marg Near Bhanwarkua Square, Agra Bombay Rd, Indore, Madhya Pradesh 452001",,real estate agent,,,,,
Fair Property Brokers,"5,Gulzar Colony,ManikBagh Main Road,Near Masjid ,, Indore, Madhya Pradesh 452014",,real estate agent,,,,,
Galaxy Properties Indore,"67 barsana dham shree krishna avenue phase 3, Khandwa Rd, Limbodi, Indore, Madhya Pradesh 452001",,real estate agent,,,,,
Prime Properties - Real Estate Agency Indore,"07, Panwar Market, AB Rd, opposite Essar Pump, Dewas Naka, Lasudia Mori, Indore, Madhya Pradesh 452010",,real estate agent,,,,,
Hiring Point,"304 Govardhan shikhar 1177/2, Kanadia Main Rd, Sanchar Nagar Main, Indore, Madhya Pradesh 452016",,recruitment agency,,,,,
The Krishna Manpower ! Free Services For Candidate -job consultant - job placement- fresher job in indore,"LG- 48- A Orbit Mall, Ground Floor - SLV Business Center office Number 3 AB Road Near 21 mall, Indore, Madhya Pradesh 452010",,recruitment agency,,,,,
Dream81 placement consultants,"Dream 81placement, AB Rd, near Skyheights building, Khandelwal Nagar, 101khandelwal nagar, Navlakha, Indore, Madhya Pradesh 452001",,recruitment agency,,,,,
ANG Placement & Staffing Solutions PVT LTD,"4 Th Floor, Satyageeta tower, Sapna Sangeeta Rd, above Bharat Plywood, near Punjab National Bank, Snehnagar, Indore, Madhya Pradesh 452001",,recruitment agency,,,,,
Chaitanya Placement Agency,"6th Floor, Onam Plaza, AB Rd, Near Industry House, New Palasia, Indore, Madhya Pradesh 452001",,recruitment agency,,,,,
Divine Placements,"Skye Earth Corporate Park, 1213, AB Rd, Sector B, Slice 5, Aranya Nagar, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",,recruitment agency,,,,,
Indore Job Placement,"Office NO.43 Ground Floor, Yashwant Plaza, Railway Station Rd, opposite 1 No, Flim Colony, Chhoti Gwaltoli, Indore, Madhya Pradesh 465001",,recruitment agency,,,,,
Big Achiever Placement Services,"Office no 304, 1st floor, Ali akbar building, kanchan tilak, hotel, 56 Dukan St, New Palasia, Indore, Madhya Pradesh 452001",,recruitment agency,,,,,
Digiprima Technologies | Custom Software Development Company In Indore,"PVXR+42Q Om Gurudev Plaza, 110, near Sayaji Hotel, Mechanic Nagar, Scheme No 54, Indore, Madhya Pradesh 452010",,software development company,,,,,
i-SOFTZONE - Software Development Company,"Shagun Arcade, Vijay Nagar Square, 215, AB Rd, near Medanta Hospital, PU 4, Near Vijay Nagar Square, Ratna Lok Colony, Indore, Madhya Pradesh 452010",,software development company,,,,,
Young Decade IT Software Solution,"office No 202, 2nd floor, Gracia Heights, Devi Ahilya Marg, above HDFC Bank, Snehlataganj, Indore, Madhya Pradesh 452003",,software development company,,,,,
Bellway Infotech | Mobile app and Website development company,"Anmol Speces, B 405, Khajrana Rd, Baikunth Dham, Indore, Madhya Pradesh 452018",,software development company,,,,,
Technorizen Software Solution | Software Development Company | Mobile Apps l AI/ML Solution l Blockchain l Digital Marketing,"Sapphire House, 402 A, B, C, Sapna Sangeeta Rd, Indore, Madhya Pradesh 452001",,software development company,,,,,
47Billion Top Software Development Company in USA | AI/ML | AI Agent | Gen AI | UXUI | Product Development,"Crystal IT Park STP-1, 4th Floor Right Wing Ring Road, Madhya Pradesh 452001",,software development company,,,,,
Logical Soft Tech Private Limited (Software Development Company),"388, PU4, next to Krozzon Hotel, Scheme No 54, Indore, Madhya Pradesh 452010",,software development company,,,,,
"Top Custom Software Development Company | AI, IoT & IT Solutions – Hiteshi","8th Floor Crystal IT Park, Madhya Pradesh 452001",,software development company,,,,,
ThinkDebug,"301, Sapna Sangeeta Rd, Snehnagar, Indore, Madhya Pradesh 452001",,software development company,,,,,
Codiant Software Technologies,"101, Bansi Trade Centre, 581/5, Mahatma Gandhi Rd, Race Course Road, Indore, Madhya Pradesh 452003",,software development company,,,,,
DJ Technologies - Best software developers,"57 Nanak palace Ring Road Pipliya Pala Service Road, Bholaram Ustad Marg, Indore, Madhya Pradesh 452001",,software development company,,,,,
Impetus Technologies India Pvt. Ltd.,"Sarda House, 24-B, AB Rd, New Palasia, Indore, Madhya Pradesh 452018",,software development company,,,,,
TheWebheart Digital - Web Design | SEO | Software Development Company in Indore,"2nd Floor, Smart Seed Incubation, AICTSL Campus, AB Rd, behind Chartered Bus Stop, Indore, Madhya Pradesh 452001",,software development company,,,,,
Star Web India | Website Development Company | Application Developer,"1st floor, 61, Near Saket Square, Bima Nagar, Old Palasia, Indore, Madhya Pradesh 452018",,software development company,,,,,
SRN Infotech Pvt Ltd - Web Development Company,"307, RNT Marg, South Tukoganj, Indore, Madhya Pradesh 452001",,software development company,,,,,
ThoughtWin IT Solutions Pvt. Ltd.,"ThoughtWin, Panna estate, Kesar Bagh Rd, Ganesh Nagar, Revenue Colony, Indira Gandhi Nagar, Indore, Madhya Pradesh 452009",,software development company,,,,,
indvibe infotech pvt ltd,"Rajat Complex, 302-B, near Madhumilan Square Road, Opp. Dawa Bazar, Kibe Compound, Indore, Madhya Pradesh 452015",,software development company,,,,,
Taxfend Consultants LLP,"213, B Zone, Business Space, Nipania Main Road, Dewas Naka, near Metro Wholesale, Vijay Nagar, scheme No 54, Indore, Madhya Pradesh 452010",,tax consultant,,,,,
Paper Tax - Paan Legal Info Private Limited,"Tulsi Tower, 105, Geeta Bhawan square, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Panash Tax Consultants,"Shekhar central, AB Rd, Manorama Ganj, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Yogesh Sahu & Co. - Tax Consultant in Indore (Income Tax Return filing & GST),"2nd floor, 130 FB, scheme no. 94, Service Rd, beside Eva Thai Spa, Pipliyahana, Indore, Madhya Pradesh 452016",,tax consultant,,,,,
Aditya Rampurkar & Co.,"163/C, Rajendra Nagar, Indore, Madhya Pradesh 452012",,tax consultant,,,,,
GST & Income Tax Return Filing Service (ITR Return),"66 b, chotta bangda road, Rukmani Nagar, Indore, Madhya Pradesh 452005",,tax consultant,,,,,
Tax Counsltaint & Accountant ( Munim Ji),"Office No. A-73, Sector A, Slice 3, Part II, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",,tax consultant,,,,,
INFINITY SERVICES,"5th floor, Pukhraj Corporate, bus stand, 514, near Navlakha, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
CODE TAX,"Mr 9, Main Road, Majdur Chowk, Bajarang Nagar, Nanda Nagar, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Anuj Goyal And Co. (Tax Consultant),"MRFJ+CQ9, Rajendra Nagar, Dhanwantri Nagar, Indore, Madhya Pradesh 452012",,tax consultant,,,,,
Shree legal Aids & Tax consultancy,"3, Sheetal Nagar, Indore, Madhya Pradesh 452015",,tax consultant,,,,,
"S K Y and Associates, Chartered Accountants","Infront of, Chetak Chamber, 305 Shreenathji Avenue, Kibe Compound, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Pulkit V Mehta & Co. Chartered Accountants (Consultant for RERA and SEBI Matters),"4-DA, Scheme No 78 - III, Sector A, Slice 4, Aranya Nagar, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",,tax consultant,,,,,
Anil Kamal Garg & Company,"Kamal Kripa"",97 Jaora Compound, Ushaganj, Murai Mohalla, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Treasure tax consultancy,"Chetak Chamber, Chhawni Rd, Madhumilan, M.Y.Hospital, Ushaganj, Kibe Compound, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Indore,"Historical Rajwada chowk Gali 1, Gali 2, Rajwada Chowk, Rajwada, Indore, Madhya Pradesh 452007",,tax consultant,,,,,
Anku Tax Consultant,,,tax consultant,,,,,
"Garvansh Biz – Finance, Tax & Compliance Partner Indore","321, Milinda's Manor, 2, RNT Marg, South Tukoganj, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
"PSPG & Co LLP, Chartered Accountants - CA in Indore, Income Tax, GST, Fund Raising, Startups, CFO Services","1st Floor, Scheme 94, EB-292, opp. JMB Uttambhog, near Bombay Hospital Service Road, EB Sector, Vijay Nagar, Scheme No 94 Sector EB, Indore, Madhya Pradesh 452010",,tax consultant,,,,,
S K Garg Advocate & Tax Consultants (Office),"239, Tilak Path Rd, Risi Nagar, Krishna Pura Area, Near, Rajwada, Indore, Madhya Pradesh 452007",,tax consultant,,,,,
S. K. Garg Advocate & Tax Consultant,"241, 241, Airport Rd, near Malwa Hospital, Anjani Nagar, Indore, Madhya Pradesh 452005",,tax consultant,,,,,
Mantri Ranjan & Associates,"405-406, Manas Bhavan Extension, 11, Road, RNT Marg, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
R S Goyal,"2A, behind SBI, Bj Vihar Colony, Navlakha, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
TAXLANCER,"25, Katkatpura, Juni Indore, Indore, Madhya Pradesh 452007",,tax consultant,,,,,
C. Lasod & associates,"Savitri Empire, 201, Scheme No 54, Indore, Madhya Pradesh 452010",,tax consultant,,,,,
A.K Lakhotia And Company,"Bansiwala Tower, 302-304, Agrasen Square, above Morni sarees, Navlakha, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
S.V. Agrawal & Associates,"24, behind Rafael Tower, Joy Builder Colony, Old Palasia, Indore, Madhya Pradesh 452018",,tax consultant,,,,,
Dhananjaya Choubey & Co.,"501 B Block Fifth Floor The One, 5, RNT Marg, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Kapil Sonwani & Co. Chartered Accountants,"2nd Floor, Starlink Tower, 220, Yeshwant Niwas Rd, Sanghi Colony, Yeshwant Colony, Indore, Madhya Pradesh 452003",,tax consultant,,,,,
Kruti Chaturvedi Consultancy ( PF ESIC and GEM Tender ),"Hn.No.1261/26, Nanda Nagar, Indore, Madhya Pradesh 452011",,tax consultant,,,,,
"Shiv Shakti Associates, Indore","Archana, 47, Gali No. 1, Rambali Nagar, Indore, Madhya Pradesh 452006",,tax consultant,,,,,
KSR Academy,"Door No. 105, Trade Centre, Jain Mandir Road, 18- South Tukoganj, Kanchan Baug, New Palasia, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
A Sahu & Co.,"G-1, Malwa Apartment, behind Sapna Sangeeta Road, near Nidan Pathology, Tower Square, Anand Nagar, Ashok Nagar, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
T. Mittal & Associates,"G1,Mangalam Siddhi appartment 39 Baikunth dham colony Anand bazar behind Central Bank of india, Madhya Pradesh 452018",,tax consultant,,,,,
s.p. jain & co.,"214, above Kataria Optics, MTH Compound, Indore, Madhya Pradesh 452007",,tax consultant,,,,,
N.P. LAKHOTIA & CO.,"SWAMI COMPLEX, Raj Plaza Compound, 106, Murai Mohalla, Chhawni, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Income Tax Return Indore,,,tax consultant,,,,,
VK Jain & Company,"146, Vyanktesh Nagar Extension, Aerodrome Road, Near : St. Giri School, Indore, Madhya Pradesh 452005, Indore, Madhya Pradesh 452005",,tax consultant,,,,,
SOMANI AND SODHANI CHARTERED ACCOUNTANTS,"Basant Mansion, OFFICE NO. 206, FORTUNE BUSINESS CENTER, 165, RNT Marg, South Tukoganj, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Siddharth S Surana & Associates,"512, behind Saint Giri School, Ashok Nagar, Venkatesh Nagar, Indore, Madhya Pradesh 452005",,tax consultant,,,,,
SUNIL PATEL AND ASSOCIATES,"109, Joshi complex, Pandrinath Path, Ada Bazar, Indore, Madhya Pradesh 452007",,tax consultant,,,,,
Dinesh Goyal & Co.,"E-1, Shiv Moti Nagar, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
CA VIVEK KHANDELWAL & COMPANY,"Royal House, 104, near bright school, Ushaganj, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Amar Ahuja And Associates,"209, Fortune Business Center, 165, RNT Marg, opposite Hotel shreemaya, South Tukoganj, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Nikhar Bansal & Co.,"SF-07, Shubham Corporate, Sapna Sangeeta Rd, Sarvoday Nagar, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
"PATEL & GUPTA, Chartered Accountants","543-544, 4th Floor, Vikram Tower, Sapna Sangeeta Rd, Old Agarwal Nagar, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Pahadiya And Associates CA,"City Centre, 154, 570, Mahatma Gandhi Rd, opp. MP High Court, Indore, Madhya Pradesh 452003",,tax consultant,,,,,
Asawa & Associates,"3rd Floor, Vikram Tower, 445-46-47, Sapna Sangeeta Rd, Old Agarwal Nagar, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
D D Bhatia & Co,"45, near Bank of Maharashtra, Palsikar Colony, Palsikar, Indore, Madhya Pradesh 452007",,tax consultant,,,,,
Khushbu Sethiya & Associates,"307, Vibrant Business Tower, 9AB, AB Rd, Manorama Ganj, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Broad View Consultants,"3rd Floor, 305, Akanksha Trade Centre, 156, opp. Hotel Omni Palace, Kanchan Bagh, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
SUBHAM ASSOCIATES,"LG 75,SHRI VARDHANCOMPLEX,4RNT MMARG, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Neel Infinite (Tax Consultancy and Investment Service),"37-B, near SHIV MANDIR, Umesh Nagar, Chanakyapuri, Indore, Madhya Pradesh 452009",,tax consultant,,,,,
"Shivay Online Services ( Gumasta , MSME, income tax)",,,tax consultant,,,,,
Rajendra Goyal And Co,"1st Floor, Kalyan Vishranti Grah (Office Block, Railway Station, to, Jhabua Tower Rd, Flim Colony, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",,tax consultant,,,,,
Quick CA & IT Consulting Services,"Parvati Bhawan, 995, Sector A2, Scheme Number 136, Indore, Madhya Pradesh 452010",,tax filing service,,,,,
GST Mitra,"Atulya IT Park, 407, near Bhawarkua, Indore, Madhya Pradesh 452001",,tax filing service,,,,,
Taxlegal Solutions,"147, J.S. Readymade Market, A-7, Imli Bazar, Indore, Madhya Pradesh 452007",,tax filing service,,,,,
Piyushi Kataria & Co,"565A, Sapna Sangeeta Rd, Snehnagar, Indore, Madhya Pradesh 452001",,tax filing service,,,,,
RGSJ AND ASSOCIATES,"436 B Prem TradeCenter, Maharani Rd, Siyaganj, Indore, Madhya Pradesh 452007",,tax filing service,,,,,
